product_id,tn
20001,1293.950132933253
20002,1201.0138570634992
20003,735.2774779873246
20004,546.1592174134698
20005,516.86089544525
20006,473.12068382977
20007,407.62822730786553
20008,421.4397445884162
20009,502.7632585327089
20010,421.07726308085176
20011,366.27762947194134
20012,281.7698936189852
20013,386.2359781231447
20014,386.7456741168435
20015,349.4061736301604
20016,302.1611352900667
20017,273.19753835701016
20018,261.4648884693893
20019,327.2599187139076
20020,262.6594703548037
20021,234.1775375426768
20022,271.4134181779533
20023,215.60586450134463
20024,217.64283194203048
20025,235.00243690122247
20026,243.88618525208304
20027,238.1828628087157
20028,241.59603167882509
20029,188.09843390664284
20030,114.9356306607608
20031,185.10836335656364
20032,516.2912498562771
20033,133.59173756280532
20035,174.3675999794163
20037,196.1564114774545
20038,169.85156570305642
20039,140.23329780845626
20041,137.99206243395355
20042,145.78995062588888
20043,141.6209268548974
20044,172.52364618118122
20045,146.67731248559633
20046,128.8681382692916
20047,182.34011079582513
20049,169.40807090779975
20050,131.67518184677886
20051,136.58195944937222
20052,101.83246560918236
20053,158.96365845839932
20054,137.48178540334445
20055,104.75287716478311
20056,101.78927566934983
20057,132.77736314466253
20058,109.87433130943312
20059,139.1836552340513
20061,124.51841710463684
20062,103.53545411667513
20063,116.36422873026297
20065,121.7501160136698
20066,121.76796817441468
20067,107.0216186658837
20068,114.5349873120638
20069,132.54539486529254
20070,115.14409345637635
20071,134.7327232355113
20072,101.24490630290433
20073,101.12109447771698
20074,83.5467046558099
20075,128.1582533497822
20076,111.03995515894913
20077,107.23212540694198
20079,67.33001608889889
20080,93.35072584216758
20081,95.3501360588502
20082,76.70001799018095
20084,104.9114528822513
20085,155.81809818001344
20086,63.39004330133874
20087,70.43416405241594
20089,163.36532464467643
20090,91.39543288714351
20091,108.1673433532535
20092,65.53842017671542
20093,80.38585708651476
20094,102.78806637047886
20095,70.56630140706366
20096,76.38763865593367
20097,66.27267471362619
20099,72.5038445998176
20100,61.13940161542715
20101,74.33710537485155
20102,34.33753817917214
20103,81.46387325824585
20106,71.69396953180834
20107,78.04859231120798
20108,62.69164628060072
20109,61.20543361734889
20111,77.4960607036086
20112,72.45355009486738
20114,57.892899656589485
20116,84.03918207167828
