product_id,tn
20001,1352.5568790277503
20002,1183.036629453766
20003,690.7434312783453
20004,530.9390088258181
20005,514.400239802104
20006,479.06645338723774
20007,413.55313773644474
20008,428.7452283130917
20009,496.14759946505285
20010,425.4692344125249
20011,408.39062299809444
20012,300.2882139258852
20013,381.42542365682135
20014,378.08234255557886
20015,349.01185295185525
20016,296.02378332430237
20017,293.2129387055576
20018,264.0651260632769
20019,348.0389126667204
20020,260.1857544249118
20021,233.16447136073285
20022,277.2760666753471
20023,233.5275745453834
20024,211.64345633586382
20025,231.88689781207685
20026,246.93520163229027
20027,235.41954423581956
20028,246.67183226484184
20029,193.03941382621088
20030,105.21077633785997
20031,187.23124262982486
20032,517.0608344906366
20033,130.85589347552678
20035,175.25487642140433
20037,186.18916775431603
20038,177.57478678444542
20039,140.45095505671793
20041,125.92292441562982
20042,146.8689851141937
20043,131.41649807694193
20044,173.5304334747333
20045,146.37695995740836
20046,148.16204536873482
20047,182.53147351950034
20049,178.6324986930814
20050,130.6894776788975
20051,134.2358347350537
20052,105.46216294288458
20053,156.0545657255813
20054,136.8594190481994
20055,104.36434824757903
20056,98.35705265448631
20057,133.68641341089005
20058,118.91739079389005
20059,139.159058836288
20061,123.86940537045255
20062,103.54028437936503
20063,115.86150479851912
20065,132.29943762331382
20066,123.34663627318767
20067,110.08896223348044
20068,112.43041747742058
20069,135.21704106365127
20070,119.43149097833445
20071,135.33744154659868
20072,107.17408100654167
20073,99.90035677422327
20074,88.74977858812869
20075,127.32090743005594
20076,108.92693108676009
20077,112.85886724932716
20079,57.659314543002665
20080,98.5920469243581
20081,92.86118046069276
20082,74.38600871311232
20084,106.22152069443126
20085,174.4861237760877
20086,63.463976002298956
20087,67.59536882114972
20089,168.29991395041444
20090,97.92257595801053
20091,113.33805175565443
20092,64.47078359601636
20093,80.2664892597182
20094,102.47527352036435
20095,66.765589134641
20096,77.77630819004362
20097,68.51779085210282
20099,73.8206936650893
20100,65.19274425628649
20101,72.7918323570048
20102,28.6145913324343
20103,81.82668795752357
20106,69.59954796794588
20107,77.24808079023516
20108,66.00761366406515
20109,66.44723224092292
20111,73.6351371425078
20112,82.09708688436345
20114,57.33000634741357
20116,81.72279535030277
20117,48.469290913301904
20118,61.481675509321505
20119,50.71547140477666
20120,57.0819491973663
20121,80.17767739682051
20122,69.37819222372045
20123,63.30077062166084
20124,52.2471469049636
20125,60.570311401914516
20126,108.4666772251764
20127,180.0815901686991
20129,62.92521179844729
20130,102.2944151089626
20132,54.68201607084103
20133,56.37183283712988
20134,58.318885849741136
20135,76.75690321659901
20137,51.67692717024011
20138,42.540749809070995
20139,54.33779316340441
20140,55.45109266426972
20142,56.93417078063232
20143,91.77763018532575
20144,53.26703650045168
20145,49.90196030875184
20146,41.850238264596705
20148,66.97800590034959
20150,104.62615259141793
20151,37.37362874684892
20152,54.04022766539317
20153,47.636116436440744
20155,48.5377791159052
20157,50.23698327430356
20158,46.21592061299326
20159,75.88053409954233
20160,52.99592839803348
20161,59.099915066379765
20162,34.985511552968894
20164,64.36131962115395
20166,47.441011558445176
20167,38.33648696428668
20168,22.627399536951167
20170,71.52659969556588
20174,108.43119241693488
20175,39.03794667138165
20176,35.35823444233227
20177,37.21143118628581
20179,30.148113774048312
20180,35.12545636509658
20181,39.15549657400493
20182,34.74299362092282
20183,23.71099466979263
20184,32.32424201801074
20187,34.454638801456106
20188,32.58622299555202
20189,32.15317585982889
20192,44.479970144642884
20193,36.25804814552775
20196,35.31994881001579
20197,34.66126808362953
20198,38.02399122335382
20200,33.95560191716919
20201,29.4158043954233
20202,32.84656022771098
20203,51.20291768481442
20205,36.09183968571567
20206,32.80200178044146
20207,20.49252125257484
20208,32.56352615497632
20209,29.864137147001756
20210,63.562147029618984
20211,25.612176184770597
20212,25.40786443095742
20213,66.55273704734432
20215,28.235017352518746
20216,24.799426749786665
20218,30.385486594695458
20219,27.096244103174534
20220,24.078321662181747
20222,21.915817990471517
20224,28.084841310761213
20225,22.355512981131742
20226,22.685365975345192
20227,33.88229833704004
20228,16.350801684737107
