product_id,tn
20001,1362.4984893857134
20002,1129.8818494557415
20003,745.6527146630158
20004,569.0200097943855
20005,488.46772795489966
20006,425.3937876518956
20007,366.2703609160936
20008,385.1590637702194
20009,473.22994703628024
20010,393.7862907387914
20011,339.3175281435118
20012,259.01134812039265
20013,361.68747473242433
20014,356.2692927861056
20015,358.251004695453
20016,278.6175104650205
20017,247.9839544692696
20018,248.23499032434745
20019,307.3272160697392
20020,257.0152071727889
20021,223.9093446790987
20022,254.98654607883503
20023,227.8937474505915
20024,194.1084056782155
20025,211.28987418849428
20026,245.8068684235854
20027,244.79220565120033
20028,186.9265634768529
20029,172.87983539087486
20030,103.76620543030472
20031,183.52889875552697
20032,425.11206557579067
20033,149.07945175233704
20035,160.72260037552363
20037,169.57940200187173
20038,166.6199169877006
20039,131.98713731319882
20041,120.34263695241432
20042,158.70512447812882
20043,129.5125369109674
20044,183.78841886399877
20045,147.77370331720562
20046,139.04895072407174
20047,164.66142223416452
20049,151.75970706239323
20050,127.2816425727296
20051,122.41651894756288
20052,95.29255273801958
20053,153.9186999210312
20054,152.24857142890156
20055,84.5879992364842
20056,87.98221527244432
20057,125.519340454018
20058,111.98676580592324
20059,147.34358356129195
20061,144.08397892032718
20062,101.24387329589544
20063,125.5760748667069
20065,124.9504599092892
20066,109.85467375458089
20067,110.6101766597586
20068,116.8014053177714
20069,120.747985191722
20070,110.5553951174658
20071,111.31812170254976
20072,70.32291257327616
20073,100.24000448325047
20074,79.16102415890819
20075,137.52812998170904
20076,101.538519323852
20077,96.68274883116916
20079,50.37643442666614
20080,84.3982803557054
20081,98.572542377384
20082,70.63512932134687
20084,113.32784090329754
20085,174.7754125835707
20086,59.598163138894
20087,62.25445638373075
20089,128.05370166446323
20090,73.36620865490566
20091,91.9739340883791
20092,63.920891182336064
20093,93.26918603779988
20094,103.99095488845133
20095,73.48159582245277
20096,65.64533223003866
20097,57.62377808592666
20099,59.45639982756978
20100,58.66110623678269
20101,86.64562458261425
20102,36.00151193371951
20103,76.44527488996938
20106,77.74094087215393
20107,75.98335611817147
20108,68.51146181500641
20109,56.3195833189178
20111,73.02537214388872
20112,75.92371750671732
20114,65.01629980026175
20116,99.27817147473756
20117,48.81180226613743
20118,62.06351724699118
20119,65.57827122122282
20120,64.53029372341454
20121,88.9444791073634
20122,69.20127244690447
20123,68.24379547553612
20124,55.09255818792645
20125,63.49037324766829
20126,87.21010986105789
20127,177.60897942534666
20129,62.544668719864326
20130,107.73334746814588
20132,58.26576702053982
20133,61.99260368409149
20134,62.42435361830772
20135,76.25976340758369
20137,57.793221057859014
20138,36.537188624479384
20139,53.00449784358072
20140,54.52099047716967
20142,59.19874492324029
20143,95.98616547392604
20144,47.85119992236004
20145,54.31935738659516
20146,45.24394541565003
20148,56.79942455447756
20150,59.45458931223656
20151,37.630640857768185
20152,58.48674389509314
20153,49.5883257060569
20155,42.55122437738182
20157,50.330723902862815
20158,52.17843373058914
20159,81.02173989818023
20160,52.6073145466768
20161,56.26598719790558
20162,40.88105809188203
20164,68.53855160506623
20166,47.34881311125627
20167,40.63300558717208
20168,17.679922967485115
20170,80.84049788552866
20174,94.8126525936364
20175,37.157997638536905
20176,45.52916865687717
20177,40.4299905392656
20179,36.14612076132493
20180,33.67993346603574
20181,39.605778898969874
20182,43.49031477308877
20183,21.912711704782048
20184,33.02630895608908
20187,36.26058466825802
20188,37.44297644517813
20189,37.38283599022651
20192,34.859290956541834
20193,33.09666095904717
20196,35.96771510906361
20197,30.08636799027556
20198,39.93418502017867
20200,37.263000194572015
20201,29.92147772368805
20202,33.57871215141604
20203,47.10056288886388
20205,31.71324034095555
20206,31.37036528215756
20207,16.374347463559797
20208,36.091892997173325
20209,29.05152588680358
20210,70.22410805431461
20211,23.747197265127394
20212,25.839670082046904
20213,70.39536726727002
20215,31.112829481168536
20216,17.697158738504456
20218,33.75863726607461
20219,23.61783604971145
20220,25.98418438512775
20222,21.498503746963184
20224,26.583987523890112
20225,18.76690478899544
20226,22.97456519021654
20227,39.657094177443675
20228,12.460706149583965
20230,18.328585259386315
20231,22.183628735254597
20232,29.550617981547283
20233,29.23900835575557
20234,12.525661815423314
20235,36.49556648206319
20236,63.55638491465192
20237,43.06873540420415
20238,21.791291576951092
20239,20.1854919245424
20240,21.367419054617947
20241,25.058741513176773
20242,15.356663507892184
20244,18.94392313993982
20246,23.782131879343467
20249,17.298470872936477
20251,19.65180027550436
20252,21.77809472897273
20253,20.959027387795366
20254,22.0247268550344
20255,14.178973174627384
20256,17.57545535007074
20257,51.27228995664294
20259,21.810653234238863
20261,49.79734467548976
20262,23.833920834006655
20263,21.65503363606767
20264,15.688125668436422
20265,12.041747880460708
20266,28.05529819788611
20267,22.11421506282695
20268,19.414041013763036
20269,16.260318686946256
20270,21.299831663314265
20271,15.537524817909803
20272,17.317566001816658
20273,18.438342960398742
20275,22.403350566666525
20276,20.6946650823807
20277,21.609774111693064
20278,17.10972022335749
20280,15.12539996096278
20281,15.696836114277575
20282,19.78358959895005
20283,14.99694629043642
20284,17.360617861302128
20285,17.941294262487144
20286,40.79778599522685
20288,13.770604842147538
20289,17.19209592633592
20290,16.068601292945804
20291,17.972551207599246
20292,16.444774582985108
20295,16.345987227566386
20296,17.603913111376396
20297,23.33862912424018
20298,15.560117352058208
20299,19.035697038240773
20300,17.44771205892845
20301,14.85459251578868
20302,9.823630018955347
20303,19.185822467160833
20304,9.765858020778252
20305,8.688133175555757
20306,23.170231884761723
20307,17.323857534541222
20309,16.498020035017927
20310,17.33664662482438
20311,19.66088590522946
20313,20.087899658273024
20314,18.872637245716888
20315,15.391050362448272
20316,26.599628151971626
20317,14.440002991041204
20319,14.224529051750364
20320,15.66814045091045
20321,18.93787410564018
20322,7.773853135226126
20323,21.732381091357613
20324,15.471503702523384
20325,5.079585988450729
20326,16.033188917278128
20327,14.43491804901736
20328,14.563128055085118
20329,13.03141349229543
20330,14.153737301068457
20332,12.905421843194883
20334,19.03334778339953
20335,15.451199930257236
20336,13.252347842604408
20337,15.720448696962867
20338,13.63696415003294
20340,20.37142093538924
20341,10.13952688037674
20342,18.613961345454097
20343,10.402702117230756
20344,18.18570723634452
20346,12.404001991220968
20348,18.2999765987217
20349,13.26373041100844
20350,6.8826836379061325
20351,21.450684126787635
20352,15.843136862762108
20353,12.846252140752416
20354,15.106516374670004
20355,37.14946465491921
20356,14.047972089404102
20357,14.50759312723632
20358,9.866091914291262
20359,12.662472458347546
20361,16.69320988822543
20362,6.725879371603342
20364,29.12022259264616
20365,12.026266677450826
20366,11.68062711987061
20367,12.075198171757036
20368,17.943798310478748
20372,10.624002581025234
20375,9.09818958326651
20377,12.692956145015492
20378,13.47152251598927
20379,7.120612018461176
20380,12.702340300507387
20381,12.966713532975174
20382,9.271799478277185
20383,10.786341109975597
20384,11.442655192076035
20385,9.881302158814435
20386,12.872017198446027
20387,14.298376426497237
20388,11.081298279196792
20389,24.769794039322058
20390,10.964157227895402
20395,17.67040121436748
20396,9.970149050197028
20398,5.100549263333555
20400,11.673556194944789
20401,10.307158198660115
20402,11.917721412893282
20403,13.63731878520048
20404,8.583739211459841
20406,13.16996608970496
20407,8.986956365528913
20408,12.953082281395597
20409,5.607465855217298
20410,9.269782859601063
20411,9.503326177477367
20414,31.06354252168468
20415,7.906070796305712
20416,4.377124168952208
20417,10.271275559312793
20418,3.673836319461898
20419,10.11803677269587
20421,11.64452625286617
20422,4.0239463834634215
20424,8.091725526362215
20426,6.016917744793311
20428,4.192619548888387
20429,3.753783175929673
20432,8.363519179589337
20433,11.016363266961712
20434,9.53395654711156
20438,10.58486920316608
20440,36.49378963378992
20442,23.43825923397705
20443,7.864887115622163
20447,8.112852723702355
20449,3.5786113002381637
20450,10.350883546223248
20453,10.431174281152684
20456,7.94905102778944
20458,24.188280921259302
20459,14.699736280722965
20460,15.592190044694853
